"Author","Title","Publisher","Date","Pages","Library","Location","Internet (eBooks)","Notes","id"
"Vaughan, Robert","The Life and Opinions of John De Wycliffe","London: Holdsworth and Ball",1831,"2 Vols. in 1","B","WE, AU","Goo",,1427
"Venn, Henry","The Complete Duty of Man","Worcester, Sewall Goodridge",1804,"381 pp.","A","LC, AU","Goo","Many eds.; alternate title is: The Whole Duty of Man",1428
"Vincent, Thomas","God's Terrible Voice in the City","London: G. Calvert",1667,"242 pp.","C",,"Goo","AU has microfilm copy",1429
"Vitringa, Campegius","Anachrisis Apocalypsios","Amsterdam",1719,,"C",,,,1430
"Vuilleumier, J.","Les Propheties de Daniel: et leur Accomplissement historique","Geneva: Soci�t� Internationale de Trait�s",1906,"387 pp.","B","SDA",,,1431
"Wadhams, Edgar P.","Reminiscenses of Edgar P. Wadhams, First Bishop of Ogdensburg","NY, Cincinnati: Benziger Bros.",1893,"197 pp.","C","NYPL, GTU","Goo",,1432
"Wadhams, Edgar P.","See under: Walworth, Clarence A.",,,,,,,,1433
"Waggoner, Ellet J.","Fathers of the Catholic Church","Oakland, Cal.: Pacific Press",1888,"392 pp.","B","SDA, WE",,"2 copies",1434
"Waggoner, Ellet J.","Prophetic Lights: Some of the Prominent Prophecies of the Old and New Testaments","Oakland, Cal.: Pacific Press",1889,"180 pp.","C","SDA, WE",,,1435
"Waggoner, Ellet J.","The Everlasting Covenant","London: International Tract Societ",1900,"531 pp.","B","SDA, WE",,"2 copies",1436
"Waggoner, Ellet J.","The Gospel in Creation","London: International Tract Society",1894,"176 pp.","(B)","SDA, WE",,,1437
"Waggoner, Joseph H.","Church Order","[SDA]",1886,,"B","SDA",,,1438
"Waggoner, Joseph H.","Fathers of the Catholic Church","[SDA]",,,"B","SDA",,,1439
"Waggoner, Joseph H.","From Eden to Eden, A Historic and Prophetic Study","Oakland, Cal.: Pacific Press",1888,"263 pp.","(B)","SDA, WE",,,1440
"Waggoner, Joseph H.","Refutation of the Doctrine Called the Age to Come","Battle Creek, Mi.: Steam Press",1872,"168 pp.","B","SDA, WE",,,1441
"Waggoner, Joseph H.","The Age to Come","[SDA]",,,"B","SDA",,,1442
"Waggoner, Joseph H.","The Atonement: An Examination of a Remedial System in the Light of Nature and Revel.","Oakland, Cal.: Pac. Press",1884,"368 pp.","B","SDA, WE",,,1443
"Waggoner, Joseph H.","The Law of God; an Examination of the Testimony of Both Testaments","Rochester, NY: Advent Review Office",1854,"128 pp.","A","SDA, WE",,,1444
"Waggoner, Joseph H., and Peter Vogel","A Written Discussion upon the Sabbath","Quincy, Ill.: n.p.",1872,"147 pp.","B","SDA, WE",,,1445
"Wagner, F.E.","Truth in Simplicity and Error Exposed in 400 Questions with Scriptural Answers","New Phila., Ohio: F. E. Wagner","n.d.","134 pp.","A,B","SDA, WE",,,1446
"Wallace, Mrs. Lew, (Susan Arnold)","The City of the King; What the Child Jesus Saw and Heard","Indianapolis: The Bobbs-Merrill Co.",1903,"97 pp.","B","AU",,,1447
"Walsh, William Pakenham","Echoes of Bible History with Fifty Illustrations","NY: T. Wittaker",1887,"330 pp.","C","Wea, AU, LLU, NYPL",,,1448
"Walshe, Elizabeth H.","Within Sea Walls; or How the Dutch Kept the Faith","NY: Board of Publication, Reformed Church of Amer.","186?","256 pp.","A","LC, AU",,,1449
"Ward, Henry D.","History of the Cross; the Pagan Origin, and Idolatrous Adoption and Worship of the Image","London: J. Nisbet & Co.; Phila., Claxton, Remsen & Haffelfinger",1871,"88 pp.","C","AU","Goo",,1450
"Wardlaw, Ralph","Lectures on the Prophecies of Zechariah, 2nd ed.","Edinburgh: A. Fullarton",1869,"433 pp.","C","AU","Arch",,1451
"Warne, Frederick G.","George Muller: The Modern Apostle of Faith","Los Angeles: Bible House",1911,"252 pp.","(B)","WE, AU, LSU, PUC","Hathi",,1452
"Washington, Booker T.","The Future of the American Negro","Boston: Small, Maynard & Co.",1899,"244 pp.","S","PUC","Arch","AU has 1969 reprint",1453
"Washington, Booker T.","The Negro in the South","Phila.: G.W. Jacobs & Co.",1907,,"S","AU, LSU","Goo","Co-authored with W.E.B. DeBois",1454
"Washington, Booker T.","Up from Slavery, an Autobiography","NY: Doubleday, Page & Co.",1901,"330 pp.","S","AU, LSU","Goo,Arch",,1455
"Washington, Booker T.","Working With the Hands; being a Sequel to ""Up from Slavery""","NY: Doubleday, Page & Co.",1904,"246 pp.","S","AU, LSU, PUC","Goo,Arch",,1456
"Waterbury, Jared B.","Sketches of Eloquent Preachers","NY: American Tract Society",1864,"256 pp.","A","AU, LC","Goo",,1457
"Waterbury, Jared B.","Who are the Happy?","NY: American Tract Society",1851,"154 pp.","A","Wea, LC, NYPL, AU","Goo,Arch","1st published as: The Happy Christian (1838)",1458
"Watson, Richard","An Apology for Christianity. In a Series of Letters, Addressed to Edward Gibbon","Providence: Carter & Wilkinson",1794,"155 pp.","C","AU","Goo","Many editions",1459
"Watson, Richard","Life of Rev. John Wesley: Founder of the Methodist Societies","NY: Nelson & Philips",1831,"323 pp.","A","WE, AU, LLU, LSU","Goo,Arch,MOA",,1460
"Watts, Isaac","The Psalms of David, Paraphrased",,,,"A,B,C","AU","Arch","1st publ. 1719--many subsequent editions ending with several 1851 eds. publ. in London",1461
"Waylen, Hector","Mountain Pathways: A Study in the Ethics of the Sermon on the Mount","London: Sherratt & Hughes",1909,"95 pp.","(B)","WE, LC, Harv.","Arch",,1462
"Weatherford, Willis D.","Negro Life in the South","NY: Young Men's Christian Assoc. Press",1910,"183 pp.","S","Biola",,"In addition, found in 400+ libraries",1463
"Weed, George L.","A Life of St. Paul for the Young","Phila.: Jacobs",1899,"239 pp.","B","LC, Wea, AU","Arch",,1464
"Weir, James W.","The Closet Companion: or Manual of Prayer","NY: M. W. Dodd",1854,"306 pp.","C","Harv.","Goo","Co-authored by Albert Barnes",1465
"Weld, H. Hastings, ed.","The Lives of the Patriarchs and Prophets","Phila.: Lindsay and Blakiston",1846,"240 pp.","(B)","WE, AU","Arch","Spine title: Scenes in the Lives of the Prophets",1466
"Wellcome, Isaac C.","History of the Second Advent Message and Mission, Doctrine and People","Yarmouth, Me.: I. C. Wellcome",1874,"707 pp.","(B)","WE, AU, LLU, LSU, PUC","Arch","2 copies",1467
"Wells, James M.","The Chisolm Massacre; a Picture of ""Home Rule"" in Mississippi","Chicago: Agency Chisholm Monumental Fund",1877,"291 pp.","B","UND, Emory, AU","Arch",,1468
"Wesley, John","A Collection of Hymns for the Use of the People Called Methodists","London: Wesleyan Conf. Office",1876,"316 pp.","(B)","WE, AU, LSU","DBI",,1469
"Wesley, John","The Law of God, Its Origin, Properties and Use","Battle Creek, Mi.: Review and Herald","n.d.","16 pp.","A","AU, CUC",,,1470
"Wesley, John","The Works of Rev. John Wesley, A.M., ed., John Emory","NY: J. Emory and B. Waugh",1831,"7 Vols.","(B),H","WE, AU, LSU, PUC","Goo",,1471
"Wesley, Samuel","Life of Christ; a poem","Chicago: Union Book Co.",1900,"516 pp.","B","LC, CUC","Goo",,1472
"West, Anson","The Old and New Man; or, Sin and Salvation","Nashville: Southern Methodist Pub. House",1885,"335 pp.","A","LC, AU (micro.)","Arch",,1473
"Westall, Richard, and John Martin","Illustrations of the Bible","London: E. Churton",1835,"2 Vols.","B","Emory, AU","Goo",,1474
"Westcott, B.F. and Hort","The N.T. in the Original Greek",,1881,"2 Vols.","C","AU, LLU","Arch","Many ed.",1475
"Westcott, Brooke F.","A General View of the History of the English Bible, 3rd rev. ed.","London: Macmillan Co.",1905,"356 pp.","C","AU, LSU, PUC","Arch","1st publ. 1868",1476
"Westcott, Brooke F.","Christus Consummator","London, NY: MacMillan & Co.",1886,"176 pp.","C","AU (micro.)","Arch","Several ed.",1477
"Westcott, Brooke F.","Some Lessons of the Revised Version","London: Hodder",1897,"239 pp.","C","AU","Arch",,1478
"Westcott, Brooke F.","The Bible in the Church","London: Macmillan",1905,"316 pp.","C","Wea, AU, LSU","Arch","Many ed.",1479
"Wheaton, Eliz. R.","Prisons and Prayer","Tabor, Iowa: C.M. Kelley",1906,"634 pp.","A","LC, AU","Arch",,1480
"Wheeler, James T.","An Analysis and Summary of Old Testament History, and the Laws of Moses","Phila.: W.R. Work & Co.",1880,"373 pp.","B","WE, AU, LLU","Goo","Google has O. T. and N.T. for Wheeler on different records",1481
"Wheeler, James T.","Wheeler's Complete Analysis of the Bible","Phila.: Thayer, Merriam and Co.",1882,"800 pp.","(A),B","WE, AU","Goo",,1482
"White, Almira L.","Genealogy of the Descendants of John White","Haverhill, Ma.","1900-1909","4 Vols.","A,B","WE, LLU","Hathi","Various volume numbers and publishers; LLU has only vols. 1-2",1483
"White, Edward","Life in Christ: A Study of the Scripture Doctrine on the Nature of Man","London: Elliot Stock",1875,"574 pp.","B","WE, AU, LLU","Arch",,1484
"White, Ellen G.","A Sketch of the Christian Experience and Views of Ellen G. White",,1851,,"B","WE, SDA",,,1485
"White, Ellen G.","Acts of the Apostles",,1911,,"B","WE, SDA",,,1486
"White, Ellen G.","Appeal for Relief of Schools (see The Relief of Schools)",,,,"B","WE, SDA",,,1487
"White, Ellen G.","Appeal to the Youth",,1864,,"B","WE, SDA",,,1488
"White, Ellen G.","Canvassing Work",,"1900?","4 pp.","B","WE, SDA",,"From Review and Herald, June 20, 1899.",1489
"White, Ellen G.","Christ Our Saviour",,1896,,"B","WE, SDA",,,1490
"White, Ellen G.","Christian Education",,1893,,"B","WE, SDA",,,1491
"White, Ellen G.","Christian Experience and Views (see: A Sketchof the Christian Experience and Views ... )",,,,"B","WE, SDA",,,1492
"White, Ellen G.","Christ's Object Lessons",,1900,,"B","WE, SDA",,,1493
"White, Ellen G.","Counsels to Teachers, Parents, and Students",,1913,,"B","WE, SDA",,,1494
"White, Ellen G.","Early Writings of Mrs. White",,1882,,"A,B","WE, SDA",,,1495
"White, Ellen G.","Education",,1903,,"A,B","WE, SDA",,,1496
"White, Ellen G.","Experience and Views",,1882,,"B","WE, SDA",,,1497
"White, Ellen G.","Facts of Faith",,1864,,"B","WE, SDA",,,1498
"White, Ellen G.","Gospel Workers",,1892,,"A,B","WE, SDA",,,1499
"White, Ellen G.","Health; or How to Live",,1865,,"B","WE, SDA",,,1500
"White, Ellen G.","Historical Sketches",,1886,,"B","WE, SDA",,,1501
"White, Ellen G.","Instruction on the Educational Work",,1894,,"B","WE, SDA",,,1502
"White, Ellen G.","Instruction Relating to the Principles of Healthful Living","Battle Creek, Mi.: Medical Missionary Board",1898,"336 pp.","A","WE, SDA",,,1503
"White, Ellen G.","Life Sketches ... of Elder James White, and his Wife, Mrs. Ellen G. White",,"1880, 1888",,"B","WE, SDA",,,1504
"White, Ellen G.","Manual for Canvassers",,"1900s",,"B","WE, SDA",,,1505
"White, Ellen G.","Patriarchs and Prophets",,1890,,"A,B","WE, SDA",,,1506
"White, Ellen G.","Principles of True Science","Healdsburg, Cal.: Healdsburg College Press",1900,,"B","WE, SDA",,,1507
"White, Ellen G.","Redemption",,"1870s","Nos. 1-3","B","WE, SDA",,,1508
"White, Ellen G.","Special Testimonies on Education",,1897,,"B","WE, SDA",,,1509
"White, Ellen G.","Special Testimonies on Educational Work (see: Instruction on the Educational Work)",,,,"B","WE, SDA",,,1510
"White, Ellen G.","Special Testimonies, Series A",,"1890-1905","Nos. 1-12","B","WE, SDA",,,1511
"White, Ellen G.","Special Testimonies, Series B",,"1903-1913","Nos. 1-21","B","WE, SDA",,,1512
"White, Ellen G.","Spirit of Prophecy",,"1870-1884","Vols. 1-4","B","WE, SDA",,,1513
"White, Ellen G.","Spiritual Gifts",,1882,"Vols. 1-4","B","WE, SDA",,,1514
"White, Ellen G.","Steps to Christ",,1892,,"B","WE, SDA",,,1515
"White, Ellen G.","Steps to Christ Zulu",,"1890s",,"A","WE, SDA",,,1516
"White, Ellen G.","Testimonies",,,"Vol. 4, 9","A","WE, SDA",,,1517
"White, Ellen G.","Testimonies",,,"Vols. 1-9","B","WE, SDA",,,1518
"White, Ellen G.","Testimony Nos. 13, 16, 17, 18, 26, 29",,,,"A","WE, SDA",,,1519
"White, Ellen G.","Testimony Nos. 20-22",,,,"B","WE, SDA",,,1520
"White, Ellen G.","The Desire of Ages",,1898,,"A,B","WE, SDA",,,1521
"White, Ellen G.","The Great Controversy",,"1888, 1911",,"A,B","WE, SDA",,,1522
"White, Ellen G.","The Ministry of Healing",,1905,,"A,B","WE, SDA",,,1523
"White, Ellen G.","The Southern Work",,"1900?",,"B","WE, SDA",,,1524
"White, Ellen G.","Thoughts from the Mount of Blessing",,1896,,"B","WE, SDA",,,1525
"White, Ellen G., comp.","Sabbath Readings; Moral and Religious Lessons for Youth and Children","Battle Creek, Mi.: Steam Press",1863,"385 pp. ea.","A","WE, SDA",,"5 vols.",1526
"White, Ellen G.; James White","Christian Temperance and Bible Hygiene","Battle Creek, Mi.: Good Health Pub. Co.",1890,"268 pp.","A,B","WE, SDA",,,1527
"White, Ellen G.; W.C. White","The Relief of the Schools: An Appeal","N.p.: n.p.","1890s","20 p.","B","WE, SDA",,,1528
"White, James E.","Best Stories From the Best Book. Prospectus","Nashville, TN: Southern Publ. Assoc.",1900,"65 pp.","(B)","WE, SDA",,"Together with excerpts from: The New Testament Primer (Nashville, Tenn.: Southern Publ. Assn., 1906), 42 pp. and Gospel Primer, 16 pp. with 66 pp. for orders.",1529
"White, James E.","Best Stories from the Best Book: An Illustrated Bible Companion for the Home","Oakland, Cal.: Pacific Press",1900,"194 pp.","B","WE, SDA",,"2 copies",1530
"White, James E.","Fireside Sketches","Nashville: Nashville Illustrating Co.",1904,"156 pp.","A","WE, SDA",,,1531
"White, James E.","Past, Present, and Future","Nashville, Tenn.: Southern Publishing Assoc.",1909,"528 pp.","B","WE, SDA",,,1532
"White, James E.","Temperance and Gospel Songs for the Use of Temperance Clubs","Battle Creek, Mi.: Amer. Health and Temperance Assn.","c.1880","98 pp.","B","WE, SDA",,,1533
"White, James E.","The Coming King","Battle Creek, Mi.: Review and Herald",1898,"290 pp.","A,B","WE, SDA",,"Many editions",1534
"White, James E.","The King's Daughter and Other Stories for Girls","Nashville: Nashville Book Co.","19l0",,"A","WE, SDA",,,1535
"White, James E.","The New Testament Primer","Nashville, Tn.: Southern Publ. Assoc.",1906,"96 pp.","(B)","WE, SDA",,,1536
"White, James E.","The Story of Joseph","Edgefield Jct., Tn.: Southern Missionary Soc.",1902,"64 pp.","B","WE, SDA",,"2 copies",1537
"White, James E. and Mrs. L.D. Avery-Stuttle, eds.","The Man that Rum Made, with Temperance Lessons and Stories","Marshall, Mi.: Nashville Bk. Co.",1912,"254 pp.","A,B","WE, SDA",,,1538
"White, James E., comp.","Tiger and Tom and Other Stories for Boys","Nashville: Nashville Book Co.",1910,,"A","SDA",,,1539
"White, James S.","Collection of Pamphlets",,,,"B","SDA",,,1540
"White, James S.","His Glorious Appearing: An Exposition of Matthew Twenty-Four","Wash., D.C.: Review & Herald Pub. Assn.","1906 & 1914","119 & 124 pp.","B","WE, SDA",,"Also, Australian ed., 1896",1541
"White, James S.","Hymns and Spiritual Songs for Camp Meetings and other Religious Gatherings","Battle Creek, Mi.: Steam Press",1872,"190 pp.","B","WE, SDA",,,1542
"White, James S.","Life Incidents, in Connection with the Great Advent Movement","Battle Creek Mi.:",1868,"373 pp.","B","WE, SDA",,"2 copies",1543
"White, James S.","Sketches of the Christian Life and Public Labors of William Miller","Battle Creek, Mi.: Steam Press",1875,"416 pp.","B","WE, SDA",,,1544
"White, James S.","The Seven Seals [pamphlet]","Battle Creek, Mi.:","[1862]","8 pp.","B","WE, SDA",,,1545
"White, James S. and Uriah Smith","The Biblical Institute: A Synopsis of Lectures on the Principal Doctrines of Seventh-day Adventists","Oakland: Pacific S.D.A. Publ. House",1878,"352 pp.","B","WE, SDA",,,1546
"White, James S., ed.","A Solemn Appeal Relative to Solitary Vice, and the Abuses and Excesses of the Marriage Relation","Battle Creek, Mi.: Steam Press",1870,"272 pp.","B","WE, SDA",,,1547
"White, James S., ed.","The Early Life and Later Experience and Labors of Elder Joseph Bates","Battle Creek, Mi.: Steam Press",1878,"320 pp.","(B)","WE, SDA",,,1548
"White, James, James J. Jezreel, pseud.","Extracts from the Flying Roll","Grand Rapids, Mich.: Eaton, Lyon & Allen Ptg. Co.",1879,"208 pp.","A,B","CUC, WEa",,,1549
"White, Wilbert W.","Studies in Old Testament Characters","NY: Intern. Comm. of Y.M.C.A.",1901,"215 pp.","(B)","WE",,,1550
"Whitecross, John","Anecdotes Illustrative of Selected Passages in. . .the New Testament","Phila.: J.B. Lippincott",1869,"252 pp.","A","LC, AU","Goo",,1551
"Whitehead, John","Life of John Wesley","Phila.: William S. Stockton",1845,"318 pp.","A,(B)","WE, AU, PUC","Goo","2 Vols. in 1",1552
"Whiton, James M.","Beyond the Shadow; or the Resurrection of Life, 4th ed.","NY: T. Whittaker",1900,"284 pp.","A","LC, Yale","Goo","1st publ. 1881",1553
"Wilcox, Milton C.","Questions and Answers","Mt. View: Pacific Press Publ. Assn.",1911,"255 pp.","B","WE, SDA",,,1554
"Wilks, Mark","History of the Persecutions Endured by the Protestants of the S. of France...","London: Longman, Hurst, Rees, Orme, & Brown",1821,"613 pp.","B","WE, AU, UMich","Goo",,1555
"Willard, Frances","American Women: 1500 biographies","NY: Mast. Crowell & Kirkpatrick",1897,"2 vols.","A","LC","Goo",,1556
"Willet, Andrew","The English Hexapla?Genesis, Exodus, Leviticus, Daniel, or Romans","Cambridge, Eng.: printed for L. Greene",1610,,"C","AU",,"Several ed.",1557
"Williams, George W.","The History of the Negro Race in America from 1619 to 1880","NY: G.P. Putnam's Sons",1883,"2 Vols.","S","LC, AU (micro.)","Goo","LSU has 1968 reprint",1558
"Williams, Henry S., ed.","Historian's History of the World, Vol. XII (France)","NY: The Outlook Co.","1904-1905","(25 Volumes)","B","AU, LSU, PUC","Goo",,1559
"Williams, Rowland","The Hebrew Prophets","London: Williams and Norgate","1866-1871","2 Vols.","C",,"Goo","Co-authored by E.C. Williams",1560
"Wilson, John B.","The Mission of Elijah to Restore All, Previous to Our Lord's Advent.","London: J. Nisbet and Co.",1861,"336 pp.","C","UChicago",,"Lectures",1561
"Wilson, Joseph T.","The Black Phalanx; a History of the Negro Soldiers of the U.S. in the Wars of 1775-1812, 1861-1865","Hartford, Conn.: American Publ. Co.",1890,"526 pp.","B","NYPL, AU","Goo","LSU has 1968 reprint",1562
"Wilson, Samuel L.","Chapters in Present-day Theology","London: R.D. Dickinson",1897,"221 pp.","C","Asbury, PittsTheolSem",,,1563
"Winslow, Octavius","Lights and Shadows of Spiritual Life","London: J.F. Shaw",1875,,"A",,"WWW","See: http://www.gracegems.org/BOOKS.htm",1564
"Winslow, Octavius","Midnight Harmonies, or Thoughts for the Season of Solitude and Sorrow","London: John F. Shaw",1851,"276 pp.","A,B,H","WE, AU","Goo",,1565
"Winslow, Octavius","The Glory of the Redeemer","London: John F. Shaw",1844,"500 pp.","A","WE(micro), AU, LLU","WWW","See: http://www.gracegems.org/BOOKS.htm",1566
